"customer_id","first_name","last_name","email","rental_id","rental_date","inventory_id","return_date","staff_id"
511,Chester,Benner,chester.benner@sakilacustomer.org,56,2005-05-25 08:28:11.000,1352,2005-05-26 14:21:11.000,1
6,Jennifer,Davis,jennifer.davis@sakilacustomer.org,57,2005-05-25 08:43:32.000,3938,2005-05-29 06:42:32.000,2
323,Matthew,Mahan,matthew.mahan@sakilacustomer.org,58,2005-05-25 08:53:14.000,3050,2005-05-28 14:40:14.000,1
408,Manuel,Murrell,manuel.murrell@sakilacustomer.org,59,2005-05-25 08:56:42.000,2884,2005-06-01 09:52:42.000,1
470,Gordon,Allard,gordon.allard@sakilacustomer.org,60,2005-05-25 08:58:25.000,330,2005-05-30 14:14:25.000,1
250,Jo,Fowler,jo.fowler@sakilacustomer.org,61,2005-05-25 09:01:57.000,4210,2005-06-02 07:22:57.000,2
419,Chad,Carbone,chad.carbone@sakilacustomer.org,62,2005-05-25 09:18:52.000,261,2005-05-30 10:55:52.000,1
383,Martin,Bales,martin.bales@sakilacustomer.org,63,2005-05-25 09:19:16.000,4008,2005-05-27 04:24:16.000,1
368,Harry,Arce,harry.arce@sakilacustomer.org,64,2005-05-25 09:21:29.000,79,2005-06-03 11:31:29.000,1
346,Arthur,Simpkins,arthur.simpkins@sakilacustomer.org,65,2005-05-25 09:32:03.000,3552,2005-05-29 14:21:03.000,1
86,Jacqueline,Long,jacqueline.long@sakilacustomer.org,66,2005-05-25 09:35:12.000,1162,2005-05-29 04:16:12.000,2
119,Sherry,Marshall,sherry.marshall@sakilacustomer.org,67,2005-05-25 09:41:01.000,239,2005-05-27 13:46:01.000,2
120,Sylvia,Ortiz,sylvia.ortiz@sakilacustomer.org,68,2005-05-25 09:47:31.000,4029,2005-05-31 10:20:31.000,2
305,Richard,Mccrary,richard.mccrary@sakilacustomer.org,69,2005-05-25 10:10:14.000,3207,2005-05-27 14:02:14.000,2
73,Beverly,Brooks,beverly.brooks@sakilacustomer.org,70,2005-05-25 10:15:23.000,2168,2005-05-27 05:56:23.000,2
100,Robin,Hayes,robin.hayes@sakilacustomer.org,71,2005-05-25 10:26:39.000,2408,2005-05-28 04:59:39.000,1
48,Ann,Evans,ann.evans@sakilacustomer.org,72,2005-05-25 10:52:13.000,2260,2005-05-28 05:52:13.000,2
391,Clarence,Gamez,clarence.gamez@sakilacustomer.org,73,2005-05-25 11:00:07.000,517,2005-06-01 13:56:07.000,2
265,Jennie,Terry,jennie.terry@sakilacustomer.org,74,2005-05-25 11:09:48.000,1744,2005-05-26 12:23:48.000,2
510,Ben,Easter,ben.easter@sakilacustomer.org,75,2005-05-25 11:13:34.000,3393,2005-06-03 12:58:34.000,1
1,Mary,Smith,mary.smith@sakilacustomer.org,76,2005-05-25 11:30:37.000,3021,2005-06-03 12:00:37.000,2
451,Jim,Rea,jim.rea@sakilacustomer.org,77,2005-05-25 11:31:59.000,1303,2005-05-26 16:53:59.000,2
135,Juanita,Mason,juanita.mason@sakilacustomer.org,78,2005-05-25 11:35:18.000,4067,2005-05-31 12:48:18.000,2
245,Courtney,Day,courtney.day@sakilacustomer.org,79,2005-05-25 12:11:07.000,3299,2005-06-03 10:54:07.000,2
314,George,Linton,george.linton@sakilacustomer.org,80,2005-05-25 12:12:07.000,2478,2005-05-31 17:46:07.000,2
286,Velma,Lucas,velma.lucas@sakilacustomer.org,81,2005-05-25 12:15:19.000,2610,2005-06-02 14:08:19.000,2
427,Jesus,Mccartney,jesus.mccartney@sakilacustomer.org,82,2005-05-25 12:17:46.000,1388,2005-06-01 10:48:46.000,1
131,Monica,Hicks,monica.hicks@sakilacustomer.org,83,2005-05-25 12:30:15.000,466,2005-05-27 15:40:15.000,1
492,Lester,Kraus,lester.kraus@sakilacustomer.org,84,2005-05-25 12:36:30.000,1829,2005-05-29 18:33:30.000,1
414,Vincent,Ralston,vincent.ralston@sakilacustomer.org,85,2005-05-25 13:05:34.000,470,2005-05-29 16:53:34.000,1
266,Nora,Herrera,nora.herrera@sakilacustomer.org,86,2005-05-25 13:36:12.000,2275,2005-05-30 14:53:12.000,1
331,Eric,Robert,eric.robert@sakilacustomer.org,87,2005-05-25 13:52:43.000,1586,2005-05-29 11:12:43.000,2
53,Heather,Morris,heather.morris@sakilacustomer.org,88,2005-05-25 14:13:54.000,2221,2005-05-29 09:32:54.000,2
499,Marc,Outlaw,marc.outlaw@sakilacustomer.org,89,2005-05-25 14:28:29.000,2181,2005-05-29 14:33:29.000,1
25,Deborah,Walker,deborah.walker@sakilacustomer.org,90,2005-05-25 14:31:25.000,2984,2005-06-01 10:07:25.000,1
267,Margie,Wade,margie.wade@sakilacustomer.org,91,2005-05-25 14:57:22.000,139,2005-06-01 18:32:22.000,1
302,Michael,Silverman,michael.silverman@sakilacustomer.org,92,2005-05-25 15:38:46.000,775,2005-05-31 13:40:46.000,2
288,Bobbie,Craig,bobbie.craig@sakilacustomer.org,93,2005-05-25 15:54:16.000,4360,2005-06-03 20:18:16.000,1
197,Sue,Peters,sue.peters@sakilacustomer.org,94,2005-05-25 16:03:42.000,1675,2005-05-30 14:23:42.000,1
400,Bryan,Hardison,bryan.hardison@sakilacustomer.org,95,2005-05-25 16:12:52.000,178,2005-06-02 18:55:52.000,2
49,Joyce,Edwards,joyce.edwards@sakilacustomer.org,96,2005-05-25 16:32:19.000,3418,2005-05-30 10:47:19.000,2
263,Hilda,Hopkins,hilda.hopkins@sakilacustomer.org,97,2005-05-25 16:34:24.000,1283,2005-05-28 12:13:24.000,2
269,Cassandra,Walters,cassandra.walters@sakilacustomer.org,98,2005-05-25 16:48:24.000,2970,2005-05-27 11:29:24.000,2
44,Marie,Turner,marie.turner@sakilacustomer.org,99,2005-05-25 16:50:20.000,535,2005-05-28 18:52:20.000,1
208,Lucy,Wheeler,lucy.wheeler@sakilacustomer.org,100,2005-05-25 16:50:28.000,2599,2005-06-02 22:11:28.000,1
468,Tim,Cary,tim.cary@sakilacustomer.org,101,2005-05-25 17:17:04.000,617,2005-05-31 19:47:04.000,1
343,Douglas,Graf,douglas.graf@sakilacustomer.org,102,2005-05-25 17:22:10.000,373,2005-05-31 19:47:10.000,1
384,Ernest,Stepp,ernest.stepp@sakilacustomer.org,103,2005-05-25 17:30:42.000,3343,2005-06-03 22:36:42.000,1
310,Daniel,Cabral,daniel.cabral@sakilacustomer.org,104,2005-05-25 17:46:33.000,4281,2005-05-27 15:20:33.000,1
108,Tracy,Cole,tracy.cole@sakilacustomer.org,105,2005-05-25 17:54:12.000,794,2005-05-30 12:03:12.000,2
196,Alma,Austin,alma.austin@sakilacustomer.org,106,2005-05-25 18:18:19.000,3627,2005-06-04 00:01:19.000,2
317,Edward,Baugh,edward.baugh@sakilacustomer.org,107,2005-05-25 18:28:09.000,2833,2005-06-03 22:46:09.000,2
242,Glenda,Frazier,glenda.frazier@sakilacustomer.org,108,2005-05-25 18:30:05.000,3289,2005-05-30 19:40:05.000,1
503,Angel,Barclay,angel.barclay@sakilacustomer.org,109,2005-05-25 18:40:20.000,1044,2005-05-29 20:39:20.000,2
19,Ruth,Martinez,ruth.martinez@sakilacustomer.org,110,2005-05-25 18:43:49.000,4108,2005-06-03 18:13:49.000,2
227,Colleen,Burton,colleen.burton@sakilacustomer.org,111,2005-05-25 18:45:19.000,3725,2005-05-28 17:18:19.000,1
500,Reginald,Kinder,reginald.kinder@sakilacustomer.org,112,2005-05-25 18:57:24.000,2153,2005-06-02 20:44:24.000,1
93,Phyllis,Foster,phyllis.foster@sakilacustomer.org,113,2005-05-25 19:07:40.000,2963,2005-05-27 22:16:40.000,2
506,Leslie,Seward,leslie.seward@sakilacustomer.org,114,2005-05-25 19:12:42.000,4502,2005-06-01 23:10:42.000,1
455,Jon,Wiles,jon.wiles@sakilacustomer.org,115,2005-05-25 19:13:25.000,749,2005-05-29 20:17:25.000,1
18,Carol,Garcia,carol.garcia@sakilacustomer.org,116,2005-05-25 19:27:51.000,4453,2005-05-26 16:23:51.000,1
7,Maria,Miller,maria.miller@sakilacustomer.org,117,2005-05-25 19:30:46.000,4278,2005-05-31 23:59:46.000,2
524,Jared,Ely,jared.ely@sakilacustomer.org,118,2005-05-25 19:31:18.000,872,2005-05-31 15:00:18.000,1
51,Alice,Stewart,alice.stewart@sakilacustomer.org,119,2005-05-25 19:37:02.000,1359,2005-05-29 23:51:02.000,2
365,Bruce,Schwarz,bruce.schwarz@sakilacustomer.org,120,2005-05-25 19:37:47.000,37,2005-06-01 23:29:47.000,2
405,Leonard,Schofield,leonard.schofield@sakilacustomer.org,121,2005-05-25 19:41:29.000,1053,2005-05-29 21:31:29.000,1
273,Priscilla,Lowe,priscilla.lowe@sakilacustomer.org,122,2005-05-25 19:46:21.000,2908,2005-06-02 19:07:21.000,1
43,Christine,Roberts,christine.roberts@sakilacustomer.org,123,2005-05-25 20:26:42.000,1795,2005-05-26 19:41:42.000,1
246,Marian,Mendoza,marian.mendoza@sakilacustomer.org,124,2005-05-25 20:46:11.000,212,2005-05-30 00:47:11.000,2
368,Harry,Arce,harry.arce@sakilacustomer.org,125,2005-05-25 20:48:50.000,952,2005-06-02 21:39:50.000,1
439,Alexander,Fennell,alexander.fennell@sakilacustomer.org,126,2005-05-25 21:07:59.000,2047,2005-05-28 18:51:59.000,1
94,Norma,Gonzales,norma.gonzales@sakilacustomer.org,127,2005-05-25 21:10:40.000,2026,2005-06-02 21:38:40.000,1
40,Amanda,Carter,amanda.carter@sakilacustomer.org,128,2005-05-25 21:19:53.000,4322,2005-05-29 23:34:53.000,1
23,Sarah,Lewis,sarah.lewis@sakilacustomer.org,129,2005-05-25 21:20:03.000,4154,2005-06-04 01:25:03.000,2
56,Gloria,Cook,gloria.cook@sakilacustomer.org,130,2005-05-25 21:21:56.000,3990,2005-05-30 22:41:56.000,2
325,Timothy,Bunn,timothy.bunn@sakilacustomer.org,131,2005-05-25 21:42:46.000,815,2005-05-30 23:25:46.000,2
479,Zachary,Hite,zachary.hite@sakilacustomer.org,132,2005-05-25 21:46:54.000,3367,2005-05-31 21:02:54.000,1
237,Tanya,Gilbert,tanya.gilbert@sakilacustomer.org,133,2005-05-25 21:48:30.000,399,2005-05-30 00:26:30.000,2
222,Delores,Hansen,delores.hansen@sakilacustomer.org,134,2005-05-25 21:48:41.000,2272,2005-06-02 18:28:41.000,1
304,David,Royal,david.royal@sakilacustomer.org,135,2005-05-25 21:58:58.000,103,2005-06-03 17:50:58.000,1
504,Nathaniel,Adam,nathaniel.adam@sakilacustomer.org,136,2005-05-25 22:02:30.000,2296,2005-05-31 18:06:30.000,1
560,Jordan,Archuleta,jordan.archuleta@sakilacustomer.org,137,2005-05-25 22:25:18.000,2591,2005-06-01 02:30:18.000,2
586,Kirk,Stclair,kirk.stclair@sakilacustomer.org,138,2005-05-25 22:48:22.000,4134,2005-05-29 20:21:22.000,2
257,Marsha,Douglas,marsha.douglas@sakilacustomer.org,139,2005-05-25 23:00:21.000,327,2005-05-29 17:12:21.000,1
354,Justin,Ngo,justin.ngo@sakilacustomer.org,140,2005-05-25 23:34:22.000,655,2005-05-27 01:10:22.000,1
89,Julia,Flores,julia.flores@sakilacustomer.org,141,2005-05-25 23:34:53.000,811,2005-06-02 01:57:53.000,1
472,Greg,Robins,greg.robins@sakilacustomer.org,142,2005-05-25 23:43:47.000,4407,2005-05-29 00:46:47.000,2
297,Sherri,Rhodes,sherri.rhodes@sakilacustomer.org,143,2005-05-25 23:45:52.000,847,2005-05-27 21:41:52.000,2
357,Keith,Rico,keith.rico@sakilacustomer.org,144,2005-05-25 23:49:56.000,1689,2005-06-01 21:41:56.000,2
82,Kathryn,Coleman,kathryn.coleman@sakilacustomer.org,145,2005-05-25 23:59:03.000,3905,2005-05-31 02:56:03.000,1
433,Don,Bone,don.bone@sakilacustomer.org,146,2005-05-26 00:07:11.000,1431,2005-06-04 00:20:11.000,2
274,Naomi,Jennings,naomi.jennings@sakilacustomer.org,147,2005-05-26 00:17:50.000,633,2005-05-29 23:21:50.000,2
142,April,Burns,april.burns@sakilacustomer.org,148,2005-05-26 00:25:23.000,4252,2005-06-01 19:29:23.000,2
319,Ronald,Weiner,ronald.weiner@sakilacustomer.org,149,2005-05-26 00:28:05.000,1084,2005-06-02 21:30:05.000,2
429,Frederick,Isbell,frederick.isbell@sakilacustomer.org,150,2005-05-26 00:28:39.000,909,2005-06-01 02:10:39.000,2
14,Betty,White,betty.white@sakilacustomer.org,151,2005-05-26 00:37:28.000,2942,2005-05-30 06:28:28.000,1
57,Evelyn,Morgan,evelyn.morgan@sakilacustomer.org,152,2005-05-26 00:41:10.000,2622,2005-06-03 06:05:10.000,1
348,Roger,Quintanilla,roger.quintanilla@sakilacustomer.org,153,2005-05-26 00:47:47.000,3888,2005-05-27 21:28:47.000,1
185,Roberta,Harper,roberta.harper@sakilacustomer.org,154,2005-05-26 00:55:56.000,1354,2005-05-29 23:18:56.000,2
551,Clayton,Barbee,clayton.barbee@sakilacustomer.org,155,2005-05-26 01:15:05.000,288,2005-06-01 00:03:05.000,1
462,Warren,Sherrod,warren.sherrod@sakilacustomer.org,156,2005-05-26 01:19:05.000,3193,2005-05-27 23:43:05.000,1
344,Henry,Billingsley,henry.billingsley@sakilacustomer.org,157,2005-05-26 01:25:21.000,887,2005-05-26 21:17:21.000,2
354,Justin,Ngo,justin.ngo@sakilacustomer.org,158,2005-05-26 01:27:11.000,2395,2005-06-03 00:30:11.000,2
505,Rafael,Abney,rafael.abney@sakilacustomer.org,159,2005-05-26 01:34:28.000,3453,2005-05-29 04:00:28.000,1
290,Kristina,Chambers,kristina.chambers@sakilacustomer.org,160,2005-05-26 01:46:20.000,1885,2005-06-01 05:45:20.000,1
182,Renee,Lane,renee.lane@sakilacustomer.org,161,2005-05-26 01:51:48.000,2941,2005-05-27 05:42:48.000,1
296,Ramona,Hale,ramona.hale@sakilacustomer.org,162,2005-05-26 02:02:05.000,1229,2005-05-27 03:38:05.000,2
104,Rita,Graham,rita.graham@sakilacustomer.org,163,2005-05-26 02:26:23.000,2306,2005-06-04 06:36:23.000,1
151,Megan,Palmer,megan.palmer@sakilacustomer.org,164,2005-05-26 02:26:49.000,1070,2005-05-28 00:32:49.000,1
33,Anna,Hill,anna.hill@sakilacustomer.org,165,2005-05-26 02:28:36.000,2735,2005-06-02 03:21:36.000,1
322,Jason,Morrissey,jason.morrissey@sakilacustomer.org,166,2005-05-26 02:49:11.000,3894,2005-05-31 01:28:11.000,1
401,Tony,Carranza,tony.carranza@sakilacustomer.org,167,2005-05-26 02:50:31.000,865,2005-05-27 03:07:31.000,1
469,Wesley,Bull,wesley.bull@sakilacustomer.org,168,2005-05-26 03:07:43.000,2714,2005-06-02 02:09:43.000,2
381,Bobby,Boudreau,bobby.boudreau@sakilacustomer.org,169,2005-05-26 03:09:30.000,1758,2005-05-27 01:37:30.000,2
107,Florence,Woods,florence.woods@sakilacustomer.org,170,2005-05-26 03:11:12.000,3688,2005-06-02 03:53:12.000,1
400,Bryan,Hardison,bryan.hardison@sakilacustomer.org,171,2005-05-26 03:14:15.000,4483,2005-06-03 00:24:15.000,2
176,June,Carroll,june.carroll@sakilacustomer.org,172,2005-05-26 03:17:42.000,2873,2005-05-29 04:11:42.000,2
533,Jessie,Milam,jessie.milam@sakilacustomer.org,173,2005-05-26 03:42:10.000,3596,2005-05-28 01:37:10.000,2
552,Hugh,Waldrop,hugh.waldrop@sakilacustomer.org,174,2005-05-26 03:44:10.000,3954,2005-05-28 07:13:10.000,2
47,Frances,Parker,frances.parker@sakilacustomer.org,175,2005-05-26 03:46:26.000,4346,2005-06-03 06:01:26.000,2
250,Jo,Fowler,jo.fowler@sakilacustomer.org,176,2005-05-26 03:47:39.000,851,2005-06-01 02:36:39.000,2
548,Allan,Cornish,allan.cornish@sakilacustomer.org,177,2005-05-26 04:14:29.000,3545,2005-06-01 08:16:29.000,2
196,Alma,Austin,alma.austin@sakilacustomer.org,178,2005-05-26 04:21:46.000,1489,2005-06-04 07:09:46.000,2
19,Ruth,Martinez,ruth.martinez@sakilacustomer.org,179,2005-05-26 04:26:06.000,2575,2005-06-03 10:06:06.000,1
75,Tammy,Sanders,tammy.sanders@sakilacustomer.org,180,2005-05-26 04:46:23.000,2752,2005-06-01 09:58:23.000,1
587,Sergio,Stanfield,sergio.stanfield@sakilacustomer.org,181,2005-05-26 04:47:06.000,2417,2005-05-29 06:34:06.000,2
237,Tanya,Gilbert,tanya.gilbert@sakilacustomer.org,182,2005-05-26 04:49:17.000,4396,2005-06-01 05:43:17.000,2
254,Maxine,Silva,maxine.silva@sakilacustomer.org,183,2005-05-26 05:01:18.000,2877,2005-06-01 09:04:18.000,1
556,Armando,Gruber,armando.gruber@sakilacustomer.org,184,2005-05-26 05:29:49.000,1970,2005-05-28 10:10:49.000,1
125,Ethel,Webb,ethel.webb@sakilacustomer.org,185,2005-05-26 05:30:03.000,2598,2005-06-02 09:48:03.000,2
468,Tim,Cary,tim.cary@sakilacustomer.org,186,2005-05-26 05:32:52.000,1799,2005-06-03 07:19:52.000,2
515,Andre,Rapp,andre.rapp@sakilacustomer.org,187,2005-05-26 05:42:37.000,4004,2005-06-04 00:38:37.000,1
243,Lydia,Burke,lydia.burke@sakilacustomer.org,188,2005-05-26 05:47:12.000,3342,2005-05-26 23:48:12.000,1
247,Stella,Moreno,stella.moreno@sakilacustomer.org,189,2005-05-26 06:01:41.000,984,2005-05-27 06:11:41.000,1
533,Jessie,Milam,jessie.milam@sakilacustomer.org,190,2005-05-26 06:11:28.000,3962,2005-06-01 09:44:28.000,1
412,Allen,Butterfield,allen.butterfield@sakilacustomer.org,191,2005-05-26 06:14:06.000,4365,2005-05-28 05:33:06.000,1
437,Randall,Neumann,randall.neumann@sakilacustomer.org,192,2005-05-26 06:20:37.000,1897,2005-06-02 10:57:37.000,1
270,Leah,Curtis,leah.curtis@sakilacustomer.org,193,2005-05-26 06:41:48.000,3900,2005-05-30 06:21:48.000,2
29,Angela,Hernandez,angela.hernandez@sakilacustomer.org,194,2005-05-26 06:52:33.000,1337,2005-05-30 04:08:33.000,2
564,Bob,Pfeiffer,bob.pfeiffer@sakilacustomer.org,195,2005-05-26 06:52:36.000,506,2005-05-31 02:47:36.000,2
184,Vivian,Ruiz,vivian.ruiz@sakilacustomer.org,196,2005-05-26 06:55:58.000,190,2005-05-27 10:54:58.000,1
546,Kelly,Knott,kelly.knott@sakilacustomer.org,197,2005-05-26 06:59:21.000,4212,2005-06-03 05:04:21.000,2
54,Teresa,Rogers,teresa.rogers@sakilacustomer.org,198,2005-05-26 07:03:49.000,1789,2005-06-04 11:45:49.000,1
71,Kathy,James,kathy.james@sakilacustomer.org,199,2005-05-26 07:11:58.000,2135,2005-05-28 09:06:58.000,1
321,Kevin,Schuler,kevin.schuler@sakilacustomer.org,200,2005-05-26 07:12:21.000,3926,2005-05-31 12:07:21.000,1
444,Marcus,Hidalgo,marcus.hidalgo@sakilacustomer.org,201,2005-05-26 07:13:45.000,776,2005-06-04 02:02:45.000,2
20,Sharon,Robinson,sharon.robinson@sakilacustomer.org,202,2005-05-26 07:27:36.000,674,2005-06-02 03:52:36.000,1
109,Edna,West,edna.west@sakilacustomer.org,203,2005-05-26 07:27:57.000,3374,2005-06-03 12:52:57.000,1
528,Claude,Herzog,claude.herzog@sakilacustomer.org,204,2005-05-26 07:30:37.000,1842,2005-05-30 08:11:37.000,1
114,Grace,Ellis,grace.ellis@sakilacustomer.org,205,2005-05-26 07:59:37.000,303,2005-05-29 09:43:37.000,2
345,Carl,Artis,carl.artis@sakilacustomer.org,206,2005-05-26 08:01:54.000,1717,2005-05-27 06:26:54.000,1
47,Frances,Parker,frances.parker@sakilacustomer.org,207,2005-05-26 08:04:38.000,102,2005-05-27 09:32:38.000,2
274,Naomi,Jennings,naomi.jennings@sakilacustomer.org,208,2005-05-26 08:10:22.000,3669,2005-05-27 03:55:22.000,1
379,Carlos,Coughlin,carlos.coughlin@sakilacustomer.org,209,2005-05-26 08:14:01.000,729,2005-05-27 09:00:01.000,1
391,Clarence,Gamez,clarence.gamez@sakilacustomer.org,210,2005-05-26 08:14:15.000,1801,2005-05-27 12:12:15.000,2
170,Beatrice,Arnold,beatrice.arnold@sakilacustomer.org,211,2005-05-26 08:33:10.000,4005,2005-05-28 14:09:10.000,1
59,Cheryl,Murphy,cheryl.murphy@sakilacustomer.org,212,2005-05-26 08:34:41.000,764,2005-05-30 12:46:41.000,2
394,Chris,Brothers,chris.brothers@sakilacustomer.org,213,2005-05-26 08:44:08.000,1505,2005-05-31 12:33:08.000,2
