"payment_id","amount","payment_date","customer_id","staff_id","first_name","last_name","email"
17529,8.99,2007-02-16 12:40:18.996,347,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17530,0.99,2007-02-18 04:59:41.996,347,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17531,4.99,2007-02-20 10:16:26.996,347,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17532,8.99,2007-02-20 14:33:08.996,347,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17533,7.99,2007-02-21 07:33:16.996,347,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17534,2.99,2007-02-16 08:11:14.996,348,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17535,8.99,2007-02-17 12:47:26.996,348,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17536,0.99,2007-02-18 21:30:02.996,348,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17537,2.99,2007-02-15 00:11:12.996,349,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17538,0.99,2007-02-15 22:47:06.996,349,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17539,6.99,2007-02-20 07:24:16.996,349,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17540,8.99,2007-02-20 12:27:47.996,349,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17541,3.99,2007-02-17 10:24:35.996,350,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17542,0.99,2007-02-19 06:31:38.996,350,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17543,2.99,2007-02-20 13:42:06.996,350,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17544,0.99,2007-02-20 23:08:05.996,350,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17545,5.99,2007-02-16 18:33:16.996,351,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17546,0.99,2007-02-17 00:36:26.996,351,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17547,2.99,2007-02-19 15:38:50.996,351,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17548,0.99,2007-02-15 20:26:26.996,352,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17549,4.99,2007-02-16 07:48:59.996,352,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17550,4.99,2007-02-16 09:36:54.996,352,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17551,4.99,2007-02-16 17:40:11.996,352,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17552,4.99,2007-02-21 08:06:19.996,352,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17553,2.99,2007-02-15 11:58:56.996,353,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17554,7.99,2007-02-17 05:16:57.996,353,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17555,6.99,2007-02-21 01:07:57.996,353,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17556,0.99,2007-02-15 20:16:44.996,354,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17557,4.99,2007-02-18 04:59:55.996,354,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17558,6.99,2007-02-19 16:20:40.996,354,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17559,2.99,2007-02-20 18:13:11.996,354,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17560,0.99,2007-02-15 20:08:20.996,355,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17561,2.99,2007-02-16 05:20:31.996,355,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17562,0.99,2007-02-15 15:28:12.996,356,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17563,2.99,2007-02-18 15:05:04.996,356,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17564,4.99,2007-02-18 16:38:43.996,356,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17565,5.99,2007-02-15 03:39:45.996,357,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17566,1.99,2007-02-16 18:15:44.996,357,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17567,1.99,2007-02-17 07:52:25.996,357,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17568,6.99,2007-02-17 21:26:30.996,357,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17569,2.99,2007-02-15 18:19:32.996,358,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17570,0.99,2007-02-17 03:39:02.996,358,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17571,5.99,2007-02-17 18:28:51.996,358,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17572,2.99,2007-02-19 13:21:50.996,358,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17573,2.99,2007-02-19 14:56:01.996,358,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17574,2.99,2007-02-21 01:34:37.996,358,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17575,4.99,2007-02-15 09:53:32.996,359,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17576,1.99,2007-02-16 16:36:21.996,359,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17577,0.99,2007-02-18 14:50:29.996,359,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17578,4.99,2007-02-19 14:11:46.996,359,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17579,0.99,2007-02-15 20:17:01.996,360,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17580,6.99,2007-02-18 14:53:11.996,360,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17581,3.99,2007-02-19 00:36:36.996,360,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17582,6.99,2007-02-19 16:47:59.996,360,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17583,4.99,2007-02-18 11:21:51.996,361,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17584,1.99,2007-02-19 01:37:42.996,361,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17585,2.99,2007-02-19 21:35:29.996,361,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17586,2.99,2007-02-21 06:02:40.996,361,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17587,2.99,2007-02-15 16:52:36.996,362,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17588,2.99,2007-02-15 23:06:01.996,362,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17589,2.99,2007-02-16 05:28:54.996,362,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17590,2.99,2007-02-20 22:35:49.996,362,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17591,2.99,2007-02-21 13:42:53.996,362,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17592,4.99,2007-02-15 16:44:50.996,363,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17593,4.99,2007-02-16 01:47:35.996,363,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17594,4.99,2007-02-16 22:33:48.996,363,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17595,4.99,2007-02-19 00:33:14.996,363,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17596,2.99,2007-02-21 04:37:13.996,363,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17597,2.99,2007-02-16 13:41:18.996,364,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17598,2.99,2007-02-18 17:17:44.996,364,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17599,4.99,2007-02-19 05:19:58.996,364,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17600,4.99,2007-02-19 21:43:41.996,364,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17601,3.99,2007-02-20 06:00:21.996,364,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17602,1.99,2007-02-15 08:24:23.996,365,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17603,6.99,2007-02-16 02:36:42.996,365,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17604,4.99,2007-02-17 08:50:39.996,365,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17605,2.99,2007-02-18 23:16:48.996,365,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17606,0.99,2007-02-20 19:32:12.996,365,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17607,1.99,2007-02-15 14:58:48.996,366,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17608,0.99,2007-02-18 01:13:03.996,366,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17609,0.99,2007-02-20 13:38:14.996,367,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17610,0.99,2007-02-14 23:25:11.996,368,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17611,9.99,2007-02-15 21:21:56.996,368,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17612,4.99,2007-02-18 23:49:15.996,368,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17613,4.99,2007-02-19 11:45:47.996,368,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17614,4.99,2007-02-19 14:49:06.996,368,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17615,4.99,2007-02-21 04:01:30.996,368,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17616,0.99,2007-02-15 02:12:51.996,369,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17617,6.99,2007-02-14 23:33:58.996,370,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17618,2.99,2007-02-15 01:31:59.996,371,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17619,1.99,2007-02-15 01:53:10.996,371,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17620,6.99,2007-02-16 02:00:05.996,371,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17621,5.99,2007-02-16 09:33:13.996,371,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17622,0.99,2007-02-19 20:32:16.996,371,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17623,3.99,2007-02-20 21:00:20.996,371,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17624,0.99,2007-02-21 13:51:34.996,371,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17625,2.99,2007-02-18 07:32:05.996,372,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17626,4.99,2007-02-20 05:36:20.996,372,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17627,3.99,2007-02-21 04:47:33.996,372,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17628,6.99,2007-02-15 19:23:21.996,373,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17629,2.99,2007-02-20 19:49:27.996,373,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17630,1.99,2007-02-16 00:11:59.996,374,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17631,1.99,2007-02-17 13:08:16.996,374,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17632,4.99,2007-02-18 20:01:20.996,374,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17633,2.99,2007-02-19 08:06:59.996,374,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17634,2.99,2007-02-15 15:07:19.996,375,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17635,5.99,2007-02-15 20:26:33.996,375,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17636,4.99,2007-02-18 02:40:59.996,375,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17637,0.99,2007-02-15 00:58:29.996,376,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17638,0.99,2007-02-19 16:47:33.996,376,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17639,3.99,2007-02-19 01:35:58.996,377,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17640,1.99,2007-02-20 13:50:58.996,377,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17641,0.99,2007-02-20 14:11:06.996,377,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17642,2.99,2007-02-20 18:07:34.996,377,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17643,4.99,2007-02-21 18:47:26.996,377,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17644,4.99,2007-02-16 06:17:16.996,378,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17645,5.99,2007-02-16 08:42:01.996,378,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17646,7.99,2007-02-17 19:42:10.996,378,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17647,4.99,2007-02-19 12:51:35.996,378,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17648,8.99,2007-02-15 13:48:32.996,379,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17649,5.99,2007-02-18 07:25:11.996,379,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17650,2.99,2007-02-20 03:06:11.996,379,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17651,3.99,2007-02-17 00:31:48.996,380,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17652,2.99,2007-02-17 08:53:54.996,380,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17653,3.99,2007-02-17 11:04:24.996,380,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17654,2.99,2007-02-18 17:09:35.996,380,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17655,4.99,2007-02-18 18:34:31.996,380,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17656,1.99,2007-02-20 07:58:48.996,380,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17657,1.99,2007-02-20 15:12:59.996,380,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17658,4.99,2007-02-21 02:27:39.996,380,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17659,3.99,2007-02-15 14:59:34.996,381,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17660,1.99,2007-02-17 01:23:58.996,381,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17661,2.99,2007-02-18 15:23:34.996,381,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17662,4.99,2007-02-18 15:43:08.996,381,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17663,2.99,2007-02-21 16:35:33.996,381,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17664,0.99,2007-02-18 13:56:13.996,382,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17665,4.99,2007-02-18 18:52:18.996,382,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17666,1.99,2007-02-18 20:29:10.996,382,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17667,2.99,2007-02-18 22:25:10.996,382,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17668,4.99,2007-02-20 17:00:24.996,382,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17669,7.99,2007-02-16 20:50:43.996,383,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17670,2.99,2007-02-18 02:13:16.996,383,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17671,2.99,2007-02-18 03:33:44.996,383,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17672,2.99,2007-02-18 07:42:20.996,383,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17673,7.99,2007-02-19 05:41:38.996,383,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17674,2.99,2007-02-20 14:31:25.996,383,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17675,0.99,2007-02-17 07:31:24.996,384,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17676,0.99,2007-02-17 11:08:16.996,384,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17677,7.99,2007-02-18 13:26:15.996,384,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17678,5.99,2007-02-18 22:12:47.996,384,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17679,3.99,2007-02-20 03:35:50.996,384,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17680,9.99,2007-02-20 14:24:31.996,384,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17681,4.99,2007-02-20 15:17:24.996,384,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17682,2.99,2007-02-16 15:09:45.996,385,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17683,0.99,2007-02-17 05:45:12.996,385,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17684,0.99,2007-02-20 15:40:12.996,385,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17685,3.99,2007-02-16 03:19:39.996,386,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17686,2.99,2007-02-16 04:57:23.996,386,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17687,5.99,2007-02-16 20:01:16.996,386,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17688,0.99,2007-02-19 13:48:05.996,386,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17689,2.99,2007-02-21 09:50:05.996,386,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17690,0.99,2007-02-15 19:06:40.996,387,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17691,0.99,2007-02-15 19:11:34.996,387,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17692,0.99,2007-02-17 14:40:12.996,387,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17693,0.99,2007-02-17 17:21:47.996,387,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17694,5.99,2007-02-20 07:03:43.996,387,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17695,4.99,2007-02-21 12:19:54.996,387,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17696,6.99,2007-02-15 06:28:39.996,388,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17697,0.99,2007-02-17 20:39:02.996,388,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17698,5.99,2007-02-19 00:20:47.996,388,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17699,4.99,2007-02-19 11:36:45.996,388,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17700,7.99,2007-02-20 19:40:16.996,388,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17701,4.99,2007-02-16 16:19:27.996,389,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17702,4.99,2007-02-17 06:27:05.996,389,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17703,3.99,2007-02-19 01:29:55.996,389,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17704,5.99,2007-02-15 23:39:51.996,390,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17705,2.99,2007-02-16 13:58:27.996,390,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17706,2.99,2007-02-17 02:47:03.996,390,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17707,7.99,2007-02-18 09:09:45.996,390,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17708,5.99,2007-02-20 18:53:43.996,390,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17709,0.99,2007-02-15 02:46:36.996,391,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17710,0.99,2007-02-17 05:20:22.996,391,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17711,2.99,2007-02-17 13:06:37.996,391,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17712,2.99,2007-02-19 11:28:28.996,391,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17713,2.99,2007-02-20 19:50:39.996,391,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17714,6.99,2007-02-15 23:06:33.996,392,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17715,2.99,2007-02-16 16:20:20.996,392,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17716,2.99,2007-02-18 05:58:09.996,392,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17717,4.99,2007-02-20 00:29:11.996,392,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17718,6.99,2007-02-16 05:10:01.996,393,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17719,1.99,2007-02-17 03:56:54.996,393,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17720,2.99,2007-02-18 01:45:20.996,393,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17721,4.99,2007-02-18 07:52:48.996,393,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17722,2.99,2007-02-20 08:18:42.996,393,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17723,4.99,2007-02-15 09:31:11.996,394,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17724,0.99,2007-02-15 05:58:48.996,395,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17725,0.99,2007-02-16 01:14:53.996,395,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17726,0.99,2007-02-16 04:42:29.996,395,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17727,4.99,2007-02-20 10:20:25.996,395,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17728,0.99,2007-02-21 06:33:17.996,395,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17729,6.99,2007-02-21 13:06:21.996,395,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17730,1.99,2007-02-15 12:59:31.996,396,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17731,4.99,2007-02-15 13:56:49.996,396,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17732,6.99,2007-02-15 15:26:24.996,396,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17733,5.99,2007-02-16 16:36:14.996,397,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17734,1.99,2007-02-20 10:18:56.996,397,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17735,2.99,2007-02-15 02:19:02.996,398,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17736,6.99,2007-02-17 16:03:36.996,398,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17737,9.99,2007-02-20 18:24:13.996,398,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17738,2.99,2007-02-20 05:57:41.996,399,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17739,5.99,2007-02-20 10:46:57.996,399,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17740,0.99,2007-02-15 12:33:58.996,400,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17741,3.99,2007-02-17 04:04:33.996,400,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17742,6.99,2007-02-17 04:34:36.996,400,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17743,4.99,2007-02-14 23:53:34.996,402,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17744,4.99,2007-02-18 20:29:16.996,402,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17745,2.99,2007-02-20 02:10:53.996,402,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17746,4.99,2007-02-15 02:03:42.996,403,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17747,8.99,2007-02-15 04:06:35.996,403,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17748,3.99,2007-02-18 20:06:52.996,403,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17749,4.99,2007-02-20 03:10:07.996,403,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17750,6.99,2007-02-20 11:19:27.996,403,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17751,5.99,2007-02-21 10:07:11.996,403,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17752,2.99,2007-02-15 20:48:03.996,404,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17753,4.99,2007-02-16 22:08:00.996,404,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17754,4.99,2007-02-19 12:58:01.996,404,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17755,2.99,2007-02-20 04:51:27.996,404,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17756,4.99,2007-02-15 08:51:34.996,405,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17757,0.99,2007-02-17 02:27:02.996,405,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
17758,5.99,2007-02-17 07:03:23.996,405,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
17759,3.99,2007-02-19 09:06:20.996,405,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
